MAR,SCHL,WAGP,ESR,RAC1P
1,19,040000,1,8
5,19,018000,1,8
2,21,000000,6,1
1,01,002400,1,1
1,21,000000,3,5
1,16,000000,6,1
1,16,000000,6,1
1,18,031000,1,1
1,16,016000,3,1
5,14,000000,3,1
5,11,000000,,1
5,22,045000,1,1
5,21,020000,1,1
1,24,075000,1,1
1,19,001000,3,1
1,16,000000,6,1
1,16,000000,6,1
1,21,000000,6,1
5,02,,,1
5,,,,1
1,21,045000,1,1
1,16,075000,1,1
5,18,035000,1,1
3,16,020100,1,1
1,16,000000,6,1
1,16,000000,6,1
5,16,003000,6,1
1,16,000000,6,2
1,16,000000,6,1
1,20,000000,6,1
3,19,052000,1,1
5,13,000000,6,1
5,12,000000,,1
1,19,000000,6,1
1,19,000000,6,1
1,21,037000,1,1
1,19,059000,1,1
2,16,000000,6,1
1,16,000000,6,1
1,19,000000,6,1
5,20,042000,1,1
5,21,039900,1,1
5,21,028000,1,1
1,23,140000,1,1
1,23,089000,1,1
5,03,,,1
3,18,000000,6,1
1,21,090000,1,1
1,19,014000,1,1
5,12,000000,,1
5,09,,,1
3,20,000000,6,1
2,19,000000,6,1
5,21,000000,6,1
5,16,000000,6,1
1,18,032000,1,1
1,16,000000,6,1
1,18,000000,6,2
1,19,000000,6,2
1,22,316000,1,1
1,22,040000,1,1
1,22,014400,1,6
1,21,040000,2,1
1,18,036000,2,1
1,16,000000,6,1
1,16,000000,6,1
1,18,000000,6,1
1,16,000000,6,1
5,19,018500,3,1
3,19,065000,1,1
3,17,035000,1,1
5,16,011200,1,1
5,09,,,1
1,14,000000,6,1
1,19,000000,6,1
1,16,041000,1,1
1,16,000000,6,1
5,12,000000,,1
5,08,,,1
5,05,,,1
5,03,,,1
5,01,,,1
5,20,017600,6,1
5,16,022900,1,8
5,16,026900,1,1
5,16,001700,6,5
3,21,001000,1,2
5,11,,,9
5,08,,,9
2,21,038900,2,1
3,18,048000,1,1
5,12,000000,,1
5,19,002000,1,1
3,20,060000,1,2
1,18,014400,1,1
1,16,032000,1,1
5,14,000500,1,1
5,10,,,1
2,13,000000,6,1
5,16,000250,6,1
5,20,015000,1,1
2,18,000000,1,1
2,11,000000,6,1
3,16,000000,6,1
5,06,,,1
3,21,005200,6,1
2,16,000000,6,1
3,22,049300,1,1
5,11,,,1
1,20,088000,1,1
1,16,045000,1,1
1,16,026000,1,1
5,10,,,1
5,19,030000,1,1
1,20,045000,1,1
1,20,000000,6,1
5,05,,,1
1,21,043700,1,1
1,21,105000,1,1
1,23,000000,6,1
1,19,000000,6,1
1,21,000000,6,1
1,22,080000,1,1
5,02,,,1
5,,,,1
1,16,030000,1,1
1,21,070000,2,1
5,09,,,1
5,02,,,1
1,19,031000,1,1
1,22,125000,1,1
3,16,000000,6,1
3,19,045000,1,1
5,16,036600,1,1
5,15,028100,1,1
5,16,011500,1,6
5,16,001800,1,6
5,19,000000,6,1
3,16,046400,1,1
1,16,034400,1,1
1,19,048500,1,1
5,14,008900,3,1
5,18,020000,1,1
5,05,,,1
1,18,000000,6,1
1,19,000000,6,1
1,21,000000,3,9
5,21,015000,3,9
3,13,000000,6,1
2,17,000000,6,1
1,09,019000,1,1
1,09,000000,6,1
5,06,,,1
5,01,,,1
1,04,015600,1,1
1,14,000000,1,1
5,16,000000,3,1
5,11,000000,,1
5,08,,,1
5,05,,,1
1,21,062000,1,1
1,16,000000,1,1
2,16,005100,1,1
1,21,042000,1,1
1,21,175000,1,1
5,18,000500,1,1
5,16,060000,1,1
1,19,024000,1,1
1,18,100000,1,1
5,14,020000,3,1
5,18,004000,1,1
5,08,,,1
1,16,055000,1,1
1,20,024600,2,1
5,11,,,1
5,19,016500,1,1
5,14,000000,6,1
1,17,000000,6,6
1,21,061000,1,6
5,16,001000,1,6
5,19,020000,1,9
5,22,050000,1,9
2,16,000000,6,9
2,16,000000,6,9
5,14,015000,1,1
5,18,014500,1,1
1,04,000200,6,1
1,05,024000,1,1
5,16,008000,3,1
1,21,000000,6,9
1,21,000000,6,1
5,22,000000,6,1
3,16,000000,6,1
5,01,000000,6,1
1,24,103000,1,1
1,24,046900,1,1
5,03,,,1
5,01,,,1
5,,,,1
3,16,000000,6,1
3,19,037000,1,2
5,13,005000,6,2
5,11,,,2
5,08,,,2
1,24,110000,1,1
1,23,316000,1,1
5,12,000000,6,1
2,16,000000,6,1
5,21,050000,1,1
5,20,021000,1,9
5,19,013000,1,9
1,01,000000,6,1
1,01,055000,1,1
5,05,,,1
5,02,,,1
5,,,,1
1,20,016000,1,1
1,20,073000,1,1
5,,,,1
5,,,,1
5,16,000000,6,9
3,20,072000,1,1
5,20,000000,6,1
1,19,010500,1,1
1,16,044000,1,1
2,01,000000,6,1
1,21,041000,1,1
1,23,074000,1,1
1,16,007000,1,1
1,18,000000,3,1
5,,,,1
5,,,,1
5,12,000000,,1
4,19,041000,1,1
1,22,074000,1,1
1,20,065000,1,1
5,20,004200,3,1
5,13,002300,3,1
5,19,023000,1,1
5,19,000000,6,1
5,23,000000,6,1
1,16,000000,6,1
1,17,023000,6,1
5,23,009800,1,1
3,19,032000,1,1
5,18,003600,1,1
5,09,,,1
3,19,000000,6,1
1,18,050000,1,1
1,18,034000,1,1
5,19,002500,1,1
1,18,067000,1,1
1,16,040000,1,1
5,14,000000,6,2
3,21,042000,1,1
5,21,020000,1,1
1,16,045100,1,1
1,18,000000,1,1
5,16,006200,1,1
5,20,013600,1,1
5,16,010000,1,1
5,19,025000,1,1
2,19,000000,6,1
1,19,000000,6,1
1,20,003000,6,1
4,18,060000,1,1
3,18,008000,1,1
1,20,020000,1,1
1,15,028000,1,1
1,18,073000,1,1
1,18,026000,1,1
5,18,050000,1,1
1,20,055000,1,1
1,16,000000,3,1
5,16,072000,1,1
5,06,,,2
5,03,,,2
1,18,006000,1,1
1,13,027000,1,1
1,19,075000,1,1
1,19,040000,1,1
1,21,000000,6,1
1,21,060000,1,1
5,14,000000,6,1
5,12,000000,,1
5,10,,,1
5,03,,,1
5,20,024000,4,1
5,16,000000,3,1
1,18,000000,6,1
1,16,000000,6,1
1,21,000000,6,1
1,20,000000,6,1
1,22,052000,1,1
1,22,054000,1,1
5,06,,,1
5,04,,,1
5,01,,,1
1,19,025000,3,1
1,19,033000,1,1
5,21,003000,6,1
3,16,046000,1,1
1,19,013000,1,1
1,20,000000,6,1
1,01,000000,6,1
1,01,000000,6,1
5,01,000000,6,1
2,21,000000,6,1
1,16,028000,1,1
1,16,000000,6,1
1,19,056000,1,1
1,18,016000,1,1
5,20,012000,1,1
1,21,111000,1,1
1,19,000000,6,1
5,11,000000,6,1
1,21,000000,6,1
1,22,000000,6,1
1,20,020000,1,1
1,14,100000,1,8
1,19,000000,6,1
1,19,000000,3,1
5,01,000000,6,1
1,19,005000,3,1
1,19,034000,1,1
5,04,,,1
5,01,,,1
5,01,,,1
5,22,040000,1,1
1,21,000000,3,1
1,22,024000,1,1
5,,,,9
5,19,000000,6,1
5,19,005500,6,7
1,12,015000,1,1
1,12,030000,1,1
5,09,,,1
3,18,088000,1,1
1,19,018000,1,1
1,19,000000,6,1
1,21,000000,6,1
1,16,008000,6,1
5,19,000000,3,6
5,19,020000,1,1
5,20,018000,1,1
1,21,150000,1,1
1,22,028000,1,1
5,07,,,1
1,21,000000,6,1
1,18,000000,6,1
5,18,000000,6,1
1,21,044200,1,1
1,19,000000,6,1
1,16,038000,1,1
1,19,000000,6,1
1,20,099000,1,1
1,19,107000,1,1
5,,,,1
2,13,000000,6,1
5,01,003200,1,8
5,,,,8
5,17,001600,1,8
1,19,036000,1,1
1,18,030000,1,1
5,14,006000,1,1
5,13,000000,6,1
2,16,000000,6,1
2,16,000000,6,1
5,17,048000,1,2
5,20,010000,2,1
5,16,000000,6,1
5,,,,9
1,16,000000,6,1
1,16,000000,6,1
5,19,000000,6,1
3,18,030000,3,1
5,14,000000,6,1
3,20,032000,1,1
2,14,045000,1,1
3,16,000000,6,1
5,16,115000,1,1
1,13,000000,6,6
1,10,000000,6,6
5,16,000000,6,6
5,16,006000,2,6
5,,,,6
1,24,074000,1,1
1,16,000000,6,1
3,22,000000,6,1
1,16,036000,1,1
1,16,000000,6,1
5,19,000000,6,1
1,22,135000,1,1
1,16,000000,6,1
5,13,000000,6,1
5,12,000000,,1
5,20,025000,1,1
5,19,040000,1,1
1,17,011900,1,1
1,16,000000,6,1
5,13,000000,6,1
5,12,000000,,1
5,09,,,1
5,08,,,1
1,16,012000,1,1
1,16,025000,1,1
5,17,000300,3,1
3,19,000000,6,1
5,20,012500,1,9
5,08,,,9
5,05,,,9
5,,,,9
1,19,000000,6,1
1,20,000000,6,1
5,14,000000,6,1
3,20,023900,1,1
5,02,,,1
5,16,009100,3,1
1,19,000000,1,1
1,21,000000,1,1
5,02,,,1
5,,,,1
1,21,000000,6,1
1,16,000000,1,1
2,16,000000,6,1
1,16,045000,1,1
1,19,012000,1,9
3,22,051000,1,1
1,16,000000,6,1
1,16,000000,6,1
5,21,050000,1,2
1,16,082000,1,1
1,21,060000,1,1
3,18,000000,6,1
5,18,000000,3,1
1,19,069000,1,1
1,16,040000,1,1
1,21,062000,1,1
1,22,052000,2,1
5,05,,,1
1,21,050000,1,9
1,18,020000,1,1
1,21,050000,1,1
1,16,000000,6,1
5,11,000000,,1
5,06,,,1
5,20,004800,1,1
5,19,003000,6,1
1,19,055000,1,1
1,19,039000,1,1
3,18,000000,3,1
5,05,,,1
5,,,,1
5,12,000000,6,1
1,15,036000,1,1
1,21,065000,1,1
5,12,000000,,1
5,09,,,1
1,16,000000,6,1
1,16,000000,6,1
5,17,004800,3,1
5,01,,,1
3,19,000000,6,8
5,01,000000,6,8
5,12,000000,6,1
5,06,,,1
5,01,,,1
5,01,,,1
1,19,316000,1,1
1,19,000000,6,1
5,13,000000,6,1
5,12,000000,,1
5,16,000000,6,1
2,20,000000,6,1
4,19,001000,1,1
5,22,047800,1,1
3,20,102000,1,1
3,19,000000,6,1
3,22,000000,6,1
2,18,000000,6,1
3,21,076000,1,1
2,16,000000,6,1
3,19,011500,1,1
1,22,000000,1,1
1,24,080000,1,1
5,03,,,1
1,22,082000,1,1
1,22,070000,1,1
1,16,000000,6,1
5,10,000000,6,5
5,20,000000,6,1
3,16,031900,1,2
5,02,,,2
3,16,026000,1,2
1,23,160000,1,1
1,21,007600,6,1
1,23,000000,1,1
5,14,000000,6,1
1,21,004200,6,1
3,19,029000,1,1
5,13,000000,6,1
5,12,000000,,1
1,20,000000,6,1
1,19,000000,6,1
1,21,060000,1,1
1,22,074000,1,1
5,19,050000,1,1
3,16,000000,6,1
1,12,010000,1,1
1,09,032000,1,1
1,17,000000,3,1
5,16,001400,1,1
5,10,,,1
5,18,028600,1,1
2,21,000000,6,1
1,22,055000,1,1
1,21,010000,1,1
1,16,045000,1,1
1,16,000000,6,8
5,01,000000,6,8
1,18,000000,6,2
2,16,000000,6,1
1,17,000000,6,1
1,16,000000,6,1
1,19,057000,1,1
1,16,000000,6,1
5,21,012000,1,1
3,19,001200,2,1
5,20,014000,1,1
5,01,,,1
5,18,000000,6,1
1,16,000000,1,2
1,16,045000,1,2
5,16,000000,6,2
5,12,000000,6,2
5,10,,,2
5,09,,,2
5,08,,,2
5,17,010000,1,9
5,,,,9
5,14,000000,6,9
1,22,120000,1,1
1,21,022400,1,1
5,,,,1
1,21,110000,1,6
1,20,060000,1,6
3,21,000000,6,1
1,19,000000,1,1
1,19,000000,2,1
5,01,,,1
5,19,075000,1,3
3,19,042000,1,3
5,02,,,3
5,,,,3
3,22,053000,1,1
1,19,006000,1,1
1,18,024000,1,1
5,02,,,1
5,01,,,1
5,,,,1
1,23,000000,6,1
1,24,000000,6,1
3,16,000000,6,3
2,16,000000,6,1
3,22,000000,6,1
1,21,000000,1,1
1,21,000200,6,6
5,19,000000,6,1
1,21,124000,1,1
1,22,008100,1,1
1,19,000000,2,1
1,14,055000,1,1
5,20,009000,1,1
1,16,025700,1,1
1,18,004500,1,1
5,22,017500,1,1
5,21,034900,1,1
2,16,000000,6,1
1,21,065000,2,1
1,19,000300,6,1
1,19,046600,1,1
1,19,004000,1,9
5,16,004000,3,1
5,16,030000,1,1
5,18,000000,3,1
5,19,015400,1,1
5,21,015000,1,1
3,16,050000,2,1
1,24,316000,1,1
1,19,040000,1,1
5,21,064000,1,1
3,20,000000,6,6
1,21,036000,1,1
1,22,001200,1,1
5,16,012000,1,1
3,01,000000,6,1
3,22,053000,1,1
5,04,,,1
5,03,,,1
1,20,065000,1,1
1,21,085000,1,1
1,16,080000,1,1
1,16,030000,1,1
1,13,046000,1,1
1,16,019000,1,1
5,06,,,1
5,04,,,1
1,16,020000,1,1
1,19,003400,3,1
1,20,070000,1,1
5,16,003000,1,1
2,18,000000,6,1
1,22,060000,1,1
1,21,045000,1,1
5,05,,,1
5,03,,,1
5,01,,,1
1,16,000000,6,1
1,18,000000,6,1
1,19,025600,1,7
1,19,035000,1,1
5,12,000000,,9
5,10,,,7
5,07,,,7
1,21,140000,1,1
1,21,000000,1,1
5,10,,,1
5,09,,,1
1,21,000000,1,1
1,21,070000,1,1
5,06,,,1
5,05,,,1
5,01,,,1
1,20,057000,1,1
1,16,000400,6,1
5,19,000400,6,1
1,22,138000,1,1
1,24,128000,1,1
5,04,,,1
5,02,,,1
1,22,079000,1,1
1,16,000000,6,1
2,20,000000,6,1
1,20,032000,1,6
1,21,088000,1,1
3,14,015000,3,1
5,02,,,1
3,16,001300,6,1
1,21,000000,6,1
1,22,000000,6,1
3,19,000000,6,1
3,18,000000,6,1
1,17,000000,6,1
1,20,026000,1,1
1,18,000000,6,6
1,18,000000,6,6
1,16,003000,3,1
1,19,000960,3,1
3,19,000000,3,1
1,16,045500,1,1
1,19,000000,6,1
1,21,000000,6,1
1,19,000000,6,1
3,16,000000,6,1
5,19,007000,1,1
1,22,085000,1,1
1,21,000000,1,1
5,17,006800,1,1
2,16,025000,1,2
1,19,000000,3,2
5,,,,2
1,16,000000,6,2
1,21,066000,1,2
1,21,080000,1,2
5,09,,,2
5,01,,,9
1,19,316000,1,6
1,20,000000,6,6
5,14,000000,6,6
5,14,000000,6,6
5,12,,,6
1,19,021000,1,1
1,21,026000,3,1
5,04,,,1
5,02,,,1
5,,,,1
1,19,000000,1,1
1,16,000000,1,1
2,23,000000,6,1
5,11,000000,6,1
1,20,030000,1,1
1,20,080000,1,1
5,16,020000,3,1
5,12,000000,,1
5,18,024000,4,1
1,18,018000,1,1
1,23,028000,1,1
3,16,062000,1,1
1,21,000000,6,1
1,22,000000,6,1
5,21,061000,1,1
5,21,032000,1,9
5,19,030000,1,7
1,21,000000,6,1
1,16,000000,6,1
5,11,000000,6,1
5,,,,1
5,,,,1
1,16,026400,1,1
1,19,070000,1,1
1,01,040000,1,8
1,16,000000,3,8
1,21,000000,6,6
1,19,000000,6,6
5,16,030000,1,1
3,16,058000,1,1
1,21,030000,6,6
1,20,060000,1,6
5,04,,,6
1,12,000600,1,6
1,15,000000,6,6
5,10,,,6
5,03,,,6
1,11,002000,1,6
3,18,050000,1,9
1,16,016000,2,1
1,16,000000,6,1
5,19,009000,1,1
5,16,002000,6,1
5,19,003000,1,1
5,19,000000,6,1
1,21,000000,6,1
1,21,075000,1,1
2,19,050000,1,3
5,16,027000,1,3
1,20,065000,1,1
1,12,000000,6,1
1,16,040000,1,1
1,17,000000,6,9
5,07,,,9
5,06,,,9
1,21,090000,1,1
1,21,000000,6,9
5,10,,,1
5,06,,,1
5,05,,,1
5,01,,,1
1,18,000000,6,1
1,16,000000,6,1
4,18,000000,6,1
2,16,000000,6,1
1,19,050000,3,1
1,21,001000,1,1
5,19,074000,1,1
3,19,040000,1,1
1,19,174000,1,1
1,16,065000,1,1
5,14,005200,6,1
1,16,065000,1,1
1,22,045000,1,1
5,04,,,1
5,02,,,1
3,16,000520,1,1
4,19,010000,3,1
5,08,,,1
5,05,,,1
5,02,,,1
5,01,,,1
1,21,000000,6,1
1,20,060000,4,1
5,05,,,1
5,02,,,1
5,,,,1
5,21,048000,1,2
1,18,000000,6,1
1,21,067000,1,1
5,01,,,1
5,,,,1
5,14,000000,6,1
1,22,084000,1,1
1,22,100000,1,1
1,17,080000,1,1
1,17,000000,6,1
5,08,,,1
5,05,,,1
3,21,062000,1,1
5,20,009600,1,1
2,21,000000,6,1
1,18,097000,1,1
1,18,024700,1,1
2,22,000000,6,1
2,18,000000,6,1
1,16,019500,1,1
1,15,030400,1,1
5,,,,1
1,17,000000,6,1
1,16,000000,6,3
5,19,034000,1,1
5,16,007100,1,1
5,18,000000,6,1
1,16,000000,2,1
1,20,004000,6,1
5,01,,,1
5,,,,1
1,20,000000,6,1
1,19,000000,6,1
1,21,029000,1,1
1,19,039600,1,1
1,20,063000,1,1
1,18,024100,1,1
5,16,010100,1,1
5,22,069000,1,6
1,19,050000,1,6
1,15,030000,1,6
5,21,000600,1,1
1,24,052000,1,6
1,21,003000,6,6
1,21,096000,1,1
1,21,000000,6,1
5,16,013500,1,1
5,13,000200,6,1
5,10,,,1
3,13,000000,6,1
1,19,000000,6,1
1,19,000000,6,1
2,16,000000,6,1
1,01,022000,1,1
1,01,055000,1,1
5,01,020200,1,1
5,14,000000,6,1
1,19,008000,3,7
1,18,000000,3,7
5,17,034000,1,7
5,16,019000,1,7
5,16,000000,3,7
1,22,000500,1,1
1,21,044500,1,1
5,01,,,1
1,16,049900,1,1
1,21,078000,1,1
5,09,,,1
5,08,,,1
1,21,009800,1,1
1,19,012000,1,6
2,22,050000,6,1
1,23,000000,6,1
1,21,000000,6,1
1,16,055000,1,1
1,16,075000,1,1
5,16,008000,1,1
1,16,006700,6,1
1,16,000000,6,1
5,13,000000,6,1
2,19,000000,6,1
1,21,034300,6,8
1,21,080000,1,6
1,17,048000,1,1
1,10,044000,1,1
5,19,008000,1,1
5,13,000000,6,1
5,05,,,1
1,19,100000,1,1
1,19,065000,6,1
3,21,000000,1,1
1,21,045000,1,1
1,19,120000,1,1
5,02,,,1
5,,,,1
1,21,000000,6,1
1,18,000000,1,1
1,18,045000,1,1
1,18,000000,6,1
5,,,,1
1,21,000000,6,1
1,22,000000,6,1
1,18,000000,6,1
1,19,000000,6,1
5,18,008000,1,1
5,13,035000,1,1
1,21,000000,6,1
1,11,000000,6,1
3,21,018000,1,1
1,18,040000,1,8
1,22,024000,1,8
5,13,000000,6,8
5,11,,,8
4,19,000000,3,1
5,10,,,1
5,07,,,1
5,01,,,1
5,01,,,1
3,17,000000,1,1
3,19,011000,3,1
3,18,014000,1,1
5,14,003000,3,1
5,05,,,9
5,03,,,5
5,15,000000,6,1
1,24,000000,6,1
1,24,000000,6,1
1,21,058000,1,6
1,20,025000,1,6
5,05,,,6
5,03,,,6
5,01,,,6
5,19,000600,1,1
5,19,000600,1,1
5,19,001900,1,1
1,16,053000,1,1
1,21,092000,1,1
1,15,030000,1,1
1,16,020000,1,1
1,21,059000,1,1
1,22,070000,1,1
5,01,,,1
3,21,000000,1,1
3,17,000000,6,1
5,13,000000,6,1
1,20,075000,1,6
1,20,000000,6,6
5,19,003700,6,1
3,21,060000,1,1
5,19,024000,1,6
1,14,012000,1,1
1,14,018000,1,1
1,21,093000,1,1
1,22,058000,1,1
5,12,000600,6,1
5,10,,,1
5,09,,,1
1,22,070000,1,1
1,21,065000,1,1
5,01,,,1
5,16,053000,1,1
5,16,003900,3,1
5,16,018000,1,1
1,16,036000,1,1
1,19,042000,1,1
3,22,055000,1,1
1,15,000000,6,1
1,16,090000,1,1
5,07,,,1
1,19,000600,1,1
1,21,000000,6,1
1,19,073000,1,2
1,18,000000,1,9
5,14,000000,6,2
5,05,,,2
5,04,,,2
5,01,,,2
5,13,000000,6,9
1,19,010200,1,2
1,21,000000,6,1
1,21,000000,6,1
1,22,000000,6,1
1,21,165000,1,1
5,05,,,1
5,01,,,1
1,16,050000,1,1
1,18,000000,6,1
5,12,000000,1,3
1,21,110000,1,1
1,19,000000,6,1
1,19,018300,1,1
1,19,017500,1,1
1,21,000000,6,1
1,22,316000,1,1
3,16,000000,6,1
1,21,001200,1,1
1,22,040000,1,1
5,04,,,1
5,02,,,1
2,15,000000,6,1
5,15,017800,1,1
5,16,000000,6,1
5,17,020000,1,1
5,13,005000,3,1
5,16,000000,6,1
1,21,110000,1,1
1,21,020000,1,1
5,12,001000,1,1
5,07,,,1
5,03,,,1
3,18,000000,1,1
3,16,000000,6,2
1,22,108000,1,1
1,21,000000,1,1
5,13,000000,6,1
5,08,,,1
3,12,030000,1,1
1,21,000000,6,1
1,22,078000,4,1
3,18,000000,6,1
1,21,000000,6,1
1,21,000000,6,1
1,16,033000,4,2
1,16,000000,6,1
5,01,,,9
5,05,,,9
5,03,,,9
3,16,000000,6,1
1,16,050000,1,1
1,16,000000,3,1
1,19,000000,6,1
1,17,000000,6,1
2,16,000000,6,1
1,16,009800,1,1
1,17,032000,1,1
2,16,000000,6,1
3,16,000000,6,1
1,16,075000,1,1
1,16,008000,6,1
1,22,000000,6,1
1,22,060000,1,1
5,21,010000,6,1
5,20,020200,1,1
1,20,031000,1,1
1,18,032000,1,9
1,19,150000,1,1
1,19,000000,6,9
2,13,000000,6,1
5,19,027000,1,1
5,17,007000,3,1
1,16,050000,1,1
1,19,000000,1,1
5,05,,,1
5,19,050000,1,8
5,19,014000,2,8
2,19,000000,6,1
1,21,066000,1,1
1,21,051000,1,1
4,16,011000,1,1
5,06,,,1
3,17,000000,3,1
2,19,000000,6,2
5,16,004200,3,2
3,20,032000,1,1
5,12,000000,6,1
1,22,000000,6,1
1,21,000000,6,1
2,21,000000,6,1
1,21,000000,6,1
1,19,016000,6,1
5,21,000000,6,1
1,21,000000,3,1
1,16,093000,1,1
5,17,026000,1,3
5,08,,,3
5,05,,,3
5,01,,,3
5,,,,3
5,12,000000,,1
5,17,000000,6,1
5,19,013000,1,1
3,18,000000,1,1
5,18,007000,1,1
3,16,062000,1,1
5,19,058000,1,1
4,12,014400,1,1
5,,,,1
3,18,000670,6,1
1,21,000000,6,1
1,22,000000,6,1
1,20,084000,1,1
1,16,000000,6,1
5,19,000000,6,1
5,22,047200,1,6
1,21,025000,1,6
1,16,000000,3,1
5,11,000000,,9
1,12,016500,1,1
1,13,008500,1,1
5,14,000000,6,1
5,12,000000,6,1
5,10,,,1
1,01,000000,6,1
5,16,029300,1,1
5,01,,,1
1,01,000000,6,1
1,19,030000,2,1
1,16,000000,6,1
3,21,125000,1,6
5,13,000000,,9
5,09,,,9
3,16,021000,1,1
5,13,000000,3,1
5,12,000000,,1
5,05,,,1
1,19,041000,1,1
1,18,050000,1,1
3,21,000000,6,1
2,18,000000,6,1
1,22,055000,1,1
1,16,010000,3,8
5,19,030000,1,8
5,16,001000,3,8
5,19,006000,1,1
1,16,000000,6,1
1,18,045000,1,1
1,20,031200,1,1
5,,,,1
1,16,000000,6,1
1,19,090000,1,1
2,16,000000,6,1
1,18,028000,1,1
1,19,000000,6,9
5,16,000000,6,1
1,22,086000,1,1
1,19,000000,6,1
3,18,019200,1,1
5,16,035200,1,1
5,21,004000,1,1
5,19,001700,6,1
1,21,000000,6,1
1,21,077000,1,1
5,03,,,1
5,01,,,1
1,22,000000,6,1
1,22,000000,6,1
1,23,008200,1,1
1,21,000000,6,1
3,18,080000,1,1
5,16,030000,1,1
2,14,000000,6,1
5,13,000000,6,1
3,20,045000,3,1
5,18,003000,6,1
1,16,000000,6,1
1,16,000000,6,1
1,22,000000,6,1
1,20,000000,6,1
1,22,030000,3,1
1,19,000000,1,6
1,16,085000,1,1
1,18,028000,1,1
1,18,110000,1,1
1,19,025000,1,1
1,21,000000,6,1
1,22,137000,1,1
5,09,,,1
5,07,,,1
5,07,,,1
5,03,,,1
5,13,000000,6,1
5,10,,,6
3,11,024000,1,1
5,21,035000,1,1
5,21,030000,1,1
2,19,030000,1,1
5,13,000500,6,1
5,11,,,1
1,20,104000,1,1
1,19,000000,6,1
5,12,000000,,1
5,12,000000,,1
5,19,045000,1,1
3,21,024000,1,9
5,19,008300,3,1
5,01,,,1
5,01,,,1
5,,,,1
5,,,,1
5,05,,,1
5,14,000000,6,1
1,15,006000,1,1
1,22,025000,1,1
1,19,090000,1,1
1,18,031000,1,1
1,21,095000,1,1
1,19,000000,6,1
1,19,005000,6,1
1,22,040000,1,1
1,23,316000,1,1
1,21,000000,6,1
1,19,000000,6,1
1,20,035100,1,1
1,19,042000,1,1
1,17,003900,1,1
5,01,,,1
5,,,,1
5,16,033000,1,8
3,16,050000,2,1
3,11,010000,1,8
5,14,000000,6,8
1,21,026000,1,1
1,21,080000,1,1
1,22,027000,1,1
1,21,000000,3,1
1,22,115000,3,1
1,21,000000,6,1
5,03,,,1
5,,,,1
5,22,065000,1,1
5,18,040000,1,1
3,16,090000,1,1
1,16,000000,6,1
1,21,000000,6,1
4,05,005000,1,2
4,15,006000,1,2
1,01,023000,2,2
1,18,038000,1,5
1,21,000000,6,1
1,21,000000,6,1
5,21,041000,1,6
5,15,000000,6,6
5,15,000000,6,6
5,21,041000,1,6
1,24,054000,1,1
1,21,000000,6,1
1,21,103000,1,1
1,21,000000,6,1
5,09,,,1
5,07,,,1
5,05,,,1
5,21,000000,6,1
1,21,045000,1,1
1,17,035000,1,6
5,22,055000,1,1
5,18,008000,1,8
5,14,002500,6,8
3,14,006000,1,8
1,20,047000,1,6
1,19,041100,1,6
1,20,010000,1,6
5,10,000000,,6
1,20,028000,1,6
5,09,,,6
1,21,036000,1,1
1,21,010000,1,1
5,13,000000,6,1
1,21,050000,1,1
1,21,110000,1,1
5,03,,,1
5,01,,,1
5,,,,1
1,23,065000,1,1
1,23,015000,1,1
5,02,,,1
5,,,,1
5,21,055000,1,1
5,21,073000,1,1
5,20,018000,1,1
1,21,000000,6,1
1,22,000000,6,1
5,,,,1
1,21,090000,3,1
1,19,056000,2,1
5,12,000000,,1
5,08,,,1
5,04,,,1
5,,,,1
5,,,,1
1,20,000000,6,1
1,21,002800,6,1
2,13,000000,6,1
3,16,030000,1,1
3,20,060000,1,1
1,20,000000,6,1
1,22,000000,6,1
1,21,021000,1,1
1,21,068000,1,1
5,07,,,8
5,06,,,8
2,16,000000,6,1
2,16,000000,6,1
5,18,316000,1,1
5,21,002200,1,1
5,17,007000,3,1
3,22,065000,1,1
1,19,100000,1,3
1,16,000000,6,3
3,16,000000,6,1
1,15,000000,6,1
1,21,016000,1,1
1,18,000000,3,1
1,18,025200,1,1
5,18,005500,1,9
1,17,005000,3,1
1,19,001000,6,1
1,23,157000,1,1
1,21,007600,2,1
5,10,,,1
5,08,,,1
5,08,,,1
2,18,035000,1,1
1,22,112000,1,1
1,19,067000,1,1
5,01,,,1
5,18,041800,1,1
1,21,012000,1,3
5,06,,,1
5,08,,,1
1,19,000000,6,1
1,20,040000,1,8
1,16,022000,1,8
5,16,000000,6,8
5,04,,,8
1,01,000000,6,8
5,19,009900,1,8
5,06,,,8
5,03,,,8
5,01,,,8
5,22,063000,1,1
5,21,035000,1,9
3,19,038000,1,1
5,18,000610,1,1
5,19,003500,1,1
3,18,044500,1,1
3,22,075000,1,1
1,22,145000,1,1
1,21,150000,1,1
5,21,000000,6,1
1,16,000000,6,1
1,16,000000,6,1
1,21,117000,1,1
1,21,033000,1,1
5,07,,,1
5,04,,,1
3,20,080000,1,1
5,16,004300,1,1
1,22,020000,1,1
1,19,042500,1,1
5,02,,,1
5,02,,,1
3,16,000000,6,1
1,18,055000,4,1
1,16,000000,6,6
5,10,000000,6,8
1,21,060000,1,1
1,21,060000,1,1
3,24,000000,6,1
1,21,005600,6,1
1,20,060000,1,6
5,,,,9
5,19,000200,1,7
1,19,023700,6,1
1,16,000000,6,1
1,23,000000,6,9
1,22,000000,6,6
1,21,000000,6,1
1,19,006500,1,1
